name,status,trial_seed,exception,traceback,bucket,"metric:accuracy [0.0, 1.0] (maximize)",config:RandomForestClassifier:max_samples,config:RandomForestClassifier:n_estimators,memory:start_vms,memory:end_vms,memory:diff_vms,memory:start_rss,memory:end_rss,memory:diff_rss,memory:unit,time:start,time:end,time:duration,time:kind,time:unit,deepcave:time:start,deepcave:time:end
config_id=1_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.7360569559037685,15,1846063104,1846063104,0,131670016,133799936,2129920,bytes,4.76837158203125e-07,0.013274192810058594,0.01327371597290039,wall,seconds,4.76837158203125e-07,0.013274192810058594
config_id=3_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.45004307776689534,45,1846063104,1846063104,0,133963776,133963776,0,bytes,0.019522666931152344,0.047225236892700195,0.02770256996154785,wall,seconds,0.019522666931152344,0.047225236892700195
config_id=2_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.17029327154159546,97,1846063104,1846063104,0,131837952,133967872,2129920,bytes,0.0,0.06271028518676758,0.06271028518676758,wall,seconds,0.0,0.06271028518676758
config_id=4_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.6436051614582539,64,1846063104,1846063104,0,133963776,134127616,163840,bytes,0.053687334060668945,0.09279203414916992,0.03910470008850098,wall,seconds,0.053687334060668945,0.09279203414916992
config_id=5_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.5832450196146965,39,1846063104,1846063104,0,134131712,134131712,0,bytes,0.06947636604309082,0.09335899353027344,0.023882627487182617,wall,seconds,0.06947636604309082,0.09335899353027344
config_id=7_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.20362705513834956,32,1846063104,1846063104,0,134131712,134131712,0,bytes,0.10082793235778809,0.11916804313659668,0.018340110778808594,wall,seconds,0.10082793235778809,0.11916804313659668
config_id=6_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.3229100920259953,69,1846063104,1846063104,0,134127616,134127616,0,bytes,0.09915828704833984,0.14508628845214844,0.045928001403808594,wall,seconds,0.09915828704833984,0.14508628845214844
config_id=8_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.8902163118124008,80,1846063104,1846063104,0,134131712,134131712,0,bytes,0.1268625259399414,0.17559146881103516,0.04872894287109375,wall,seconds,0.1268625259399414,0.17559146881103516
config_id=9_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.8353803433477879,55,1846063104,1846063104,0,134127616,134127616,0,bytes,0.15082144737243652,0.1838231086730957,0.03300166130065918,wall,seconds,0.15082144737243652,0.1838231086730957
config_id=11_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.3526377588510513,16,1846063104,1846063104,0,134127616,134127616,0,bytes,0.18997454643249512,0.20085716247558594,0.01088261604309082,wall,seconds,0.18997454643249512,0.20085716247558594
config_id=10_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.27077629417181015,57,1846063104,1846063104,0,134131712,134131712,0,bytes,0.18180346488952637,0.22005796432495117,0.038254499435424805,wall,seconds,0.18180346488952637,0.22005796432495117
config_id=13_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.6827268660068512,22,1846063104,1846063104,0,134131712,134131712,0,bytes,0.22753667831420898,0.24378609657287598,0.016249418258666992,wall,seconds,0.22753667831420898,0.24378609657287598
config_id=12_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.5412071339786053,92,1846063104,1846063104,0,134127616,134127616,0,bytes,0.2068924903869629,0.2758517265319824,0.06895923614501953,wall,seconds,0.2068924903869629,0.2758517265319824
config_id=15_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.10608760789036752,38,1846063104,1846063104,0,134127616,134127616,0,bytes,0.2839319705963135,0.3108174800872803,0.026885509490966797,wall,seconds,0.2839319705963135,0.3108174800872803
config_id=14_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.4236248873174191,87,1846063104,1846063104,0,134131712,134131712,0,bytes,0.2549903392791748,0.32117128372192383,0.06618094444274902,wall,seconds,0.2549903392791748,0.32117128372192383
config_id=17_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.7696087367832661,33,1846063104,1846063104,0,134131712,134131712,0,bytes,0.32851719856262207,0.35234785079956055,0.023830652236938477,wall,seconds,0.32851719856262207,0.35234785079956055
config_id=16_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.7875621572136879,74,1846063104,1846063104,0,134127616,134127616,0,bytes,0.3200356960296631,0.3713667392730713,0.0513310432434082,wall,seconds,0.3200356960296631,0.3713667392730713
config_id=19_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.4431163430213928,26,1846063104,1846063104,0,134127616,134127616,0,bytes,0.38018274307250977,0.39800477027893066,0.0178220272064209,wall,seconds,0.38018274307250977,0.39800477027893066
config_id=18_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.1365477040410042,75,1846063104,1846063104,0,134131712,134131712,0,bytes,0.3604612350463867,0.4113907814025879,0.05092954635620117,wall,seconds,0.3604612350463867,0.4113907814025879
config_id=20_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.8947368421052632,0.6507287345826626,85,1846063104,1846063104,0,134127616,134127616,0,bytes,0.4063887596130371,0.45579957962036133,0.04941082000732422,wall,seconds,0.4063887596130371,0.45579957962036133
config_id=21_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.8001882870170361,64,1846063104,1846063104,0,134131712,134131712,0,bytes,0.530787467956543,0.5702800750732422,0.03949260711669922,wall,seconds,0.530787467956543,0.5702800750732422
config_id=22_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.7965566367197987,64,1846063104,1846063104,0,134127616,134127616,0,bytes,0.533555269241333,0.5719869136810303,0.038431644439697266,wall,seconds,0.533555269241333,0.5719869136810303
config_id=23_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.8010523825425945,64,1846063104,1846063104,0,134131712,134131712,0,bytes,0.5786802768707275,0.615196704864502,0.036516427993774414,wall,seconds,0.5786802768707275,0.615196704864502
config_id=24_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.7960034016868647,64,1846063104,1846063104,0,134127616,134127616,0,bytes,0.5813620090484619,0.6176886558532715,0.03632664680480957,wall,seconds,0.5813620090484619,0.6176886558532715
config_id=25_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.7980534314924043,63,1846063104,1846063104,0,134131712,134131712,0,bytes,0.6221303939819336,0.6583163738250732,0.03618597984313965,wall,seconds,0.6221303939819336,0.6583163738250732
config_id=26_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.8947368421052632,0.6813119434098235,64,1846063104,1846063104,0,134127616,134127616,0,bytes,0.6249029636383057,0.6599736213684082,0.03507065773010254,wall,seconds,0.6249029636383057,0.6599736213684082
config_id=27_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.7527891898470139,63,1846063104,1846063104,0,134131712,134131712,0,bytes,0.6657791137695312,0.7057113647460938,0.0399322509765625,wall,seconds,0.6657791137695312,0.7057113647460938
config_id=28_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.15511564151078683,64,1846063104,1846063104,0,134127616,134127616,0,bytes,0.6679172515869141,0.7062723636627197,0.038355112075805664,wall,seconds,0.6679172515869141,0.7062723636627197
config_id=29_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.640873066463141,64,1846063104,1846063104,0,134131712,134131712,0,bytes,0.862637996673584,0.9053618907928467,0.042723894119262695,wall,seconds,0.862637996673584,0.9053618907928467
config_id=30_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.6425605630919986,64,1846063104,1846063104,0,134127616,134127616,0,bytes,0.8672506809234619,0.9098632335662842,0.042612552642822266,wall,seconds,0.8672506809234619,0.9098632335662842
config_id=31_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.6424077038912559,65,1846063104,1846063104,0,134131712,134131712,0,bytes,0.912182092666626,0.951148271560669,0.03896617889404297,wall,seconds,0.912182092666626,0.951148271560669
config_id=32_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6416199497152061,65,1846063104,1846063104,0,134127616,134127616,0,bytes,0.917285680770874,0.9565553665161133,0.03926968574523926,wall,seconds,0.917285680770874,0.9565553665161133
config_id=33_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6436122992658222,64,1846063104,1846063104,0,134131712,134131712,0,bytes,0.9590907096862793,0.9962635040283203,0.037172794342041016,wall,seconds,0.9590907096862793,0.9962635040283203
config_id=34_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.6423931035639472,64,1846063104,1846063104,0,134127616,134127616,0,bytes,0.9674954414367676,1.00339674949646,0.03590130805969238,wall,seconds,0.9674954414367676,1.00339674949646
config_id=35_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.15204127438822362,96,1846063104,1846063104,0,134131712,134131712,0,bytes,1.0043325424194336,1.0561559200286865,0.05182337760925293,wall,seconds,1.0043325424194336,1.0561559200286865
config_id=36_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.8725056264596475,83,1846063104,1846063104,0,134127616,134127616,0,bytes,1.0139110088348389,1.059858798980713,0.04594779014587402,wall,seconds,1.0139110088348389,1.059858798980713
config_id=37_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.34369101533869656,18,1846063104,1846063104,0,134131712,134131712,0,bytes,1.0683622360229492,1.079700231552124,0.011337995529174805,wall,seconds,1.0683622360229492,1.079700231552124
config_id=38_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.642146907298647,64,1846063104,1846063104,0,134127616,134127616,0,bytes,1.1874594688415527,1.2231419086456299,0.03568243980407715,wall,seconds,1.1874594688415527,1.2231419086456299
config_id=39_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.642150935047341,64,1846063104,1846063104,0,134131712,134131712,0,bytes,1.1903066635131836,1.2254514694213867,0.035144805908203125,wall,seconds,1.1903066635131836,1.2254514694213867
config_id=40_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6421195966082711,64,1846063104,1846063104,0,134127616,134127616,0,bytes,1.230865240097046,1.2689120769500732,0.038046836853027344,wall,seconds,1.230865240097046,1.2689120769500732
config_id=41_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.6435770242488305,64,1846063104,1846063104,0,134131712,134131712,0,bytes,1.2331912517547607,1.269934892654419,0.0367436408996582,wall,seconds,1.2331912517547607,1.269934892654419
config_id=42_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.6433538548379418,64,1846063104,1846063104,0,134127616,134127616,0,bytes,1.2808218002319336,1.3260035514831543,0.0451817512512207,wall,seconds,1.2808218002319336,1.3260035514831543
config_id=43_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.643463700782843,64,1846063104,1846063104,0,134131712,134131712,0,bytes,1.284818410873413,1.3291301727294922,0.0443117618560791,wall,seconds,1.284818410873413,1.3291301727294922
config_id=44_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.5783199830488681,93,1846063104,1846063104,0,134127616,134127616,0,bytes,1.3362152576446533,1.3997416496276855,0.06352639198303223,wall,seconds,1.3362152576446533,1.3997416496276855
config_id=45_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.8947368421052632,0.6423931035639472,66,1846063104,1846063104,0,134131712,134131712,0,bytes,1.4980309009552002,1.5431723594665527,0.04514145851135254,wall,seconds,1.4980309009552002,1.5431723594665527
config_id=46_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.10441769369888193,84,1846063104,1846063104,0,134127616,134127616,0,bytes,1.504920244216919,1.561563491821289,0.05664324760437012,wall,seconds,1.504920244216919,1.561563491821289
config_id=47_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6422986395068625,66,1846063104,1846063104,0,134131712,134131712,0,bytes,1.5553135871887207,1.5970275402069092,0.04171395301818848,wall,seconds,1.5553135871887207,1.5970275402069092
config_id=48_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.642150935047341,71,1846063104,1846063104,0,134127616,134127616,0,bytes,1.5689618587493896,1.6111419200897217,0.04218006134033203,wall,seconds,1.5689618587493896,1.6111419200897217
config_id=49_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6438603386123956,81,1846063104,1846063104,0,134131712,134131712,0,bytes,1.6037280559539795,1.6503503322601318,0.046622276306152344,wall,seconds,1.6037280559539795,1.6503503322601318
config_id=50_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.6449360978486836,80,1846063104,1846063104,0,134127616,134127616,0,bytes,1.6212098598480225,1.6661896705627441,0.04497981071472168,wall,seconds,1.6212098598480225,1.6661896705627441
config_id=51_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6455007120623015,64,1846063104,1846063104,0,134131712,134131712,0,bytes,1.6581175327301025,1.6940186023712158,0.03590106964111328,wall,seconds,1.6581175327301025,1.6940186023712158
config_id=52_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6443047382826056,40,1846063104,1846063104,0,134127616,134127616,0,bytes,1.672619104385376,1.6949388980865479,0.022319793701171875,wall,seconds,1.672619104385376,1.6949388980865479
config_id=53_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.6654858750780936,76,1846063104,1846063104,0,134131712,134131712,0,bytes,1.7054798603057861,1.7456369400024414,0.04015707969665527,wall,seconds,1.7054798603057861,1.7456369400024414
config_id=54_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.642150935047341,72,1846063104,1846063104,0,134127616,134127616,0,bytes,1.805586338043213,1.8485133647918701,0.04292702674865723,wall,seconds,1.805586338043213,1.8485133647918701
config_id=55_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.642150935047341,73,1846063104,1846063104,0,134131712,134131712,0,bytes,1.8084044456481934,1.8512811660766602,0.0428767204284668,wall,seconds,1.8084044456481934,1.8512811660766602
config_id=57_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6436051614582539,46,1846063104,1846063104,0,134131712,134131712,0,bytes,1.865626573562622,1.8934025764465332,0.027776002883911133,wall,seconds,1.865626573562622,1.8934025764465332
config_id=56_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9210526315789473,0.6422177614704314,58,1846063104,1846063104,0,134127616,134127616,0,bytes,1.856848955154419,1.8945279121398926,0.03767895698547363,wall,seconds,1.856848955154419,1.8945279121398926
config_id=58_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.6449288952327593,79,1846063104,1846063104,0,134131712,134131712,0,bytes,1.905219554901123,1.9493842124938965,0.04416465759277344,wall,seconds,1.905219554901123,1.9493842124938965
config_id=59_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6450255498639171,79,1846063104,1846063104,0,134127616,134127616,0,bytes,1.910468339920044,1.9546480178833008,0.044179677963256836,wall,seconds,1.910468339920044,1.9546480178833008
config_id=60_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.6447512796792385,79,1846063104,1846063104,0,134131712,134131712,0,bytes,1.959261178970337,2.003979444503784,0.044718265533447266,wall,seconds,1.959261178970337,2.003979444503784
config_id=61_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.283038532393298,17,1846063104,1846063104,0,134127616,134127616,0,bytes,2.0599091053009033,2.0706639289855957,0.010754823684692383,wall,seconds,2.0599091053009033,2.0706639289855957
config_id=62_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.8947368421052632,0.6448110207428,80,1846063104,1846063104,0,134131712,134131712,0,bytes,2.068516969680786,2.1141440868377686,0.04562711715698242,wall,seconds,2.068516969680786,2.1141440868377686
config_id=63_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.6448792491928678,80,1846063104,1846063104,0,134127616,134127616,0,bytes,2.0801994800567627,2.125112295150757,0.04491281509399414,wall,seconds,2.0801994800567627,2.125112295150757
config_id=65_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.3318011623310144,24,1846063104,1846063104,0,134127616,134127616,0,bytes,2.1318953037261963,2.1462321281433105,0.014336824417114258,wall,seconds,2.1318953037261963,2.1462321281433105
config_id=64_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.6449288952327593,80,1846063104,1846063104,0,134131712,134131712,0,bytes,2.1260159015655518,2.173440456390381,0.0474245548248291,wall,seconds,2.1260159015655518,2.173440456390381
config_id=66_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.6436051614582539,79,1846063104,1846063104,0,134127616,134127616,0,bytes,2.152883529663086,2.199587345123291,0.04670381546020508,wall,seconds,2.152883529663086,2.199587345123291
config_id=67_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.642150935047341,61,1846063104,1846063104,0,134131712,134131712,0,bytes,2.1813788414001465,2.2179858684539795,0.03660702705383301,wall,seconds,2.1813788414001465,2.2179858684539795
config_id=68_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6436051614582539,65,1846063104,1846063104,0,134127616,134127616,0,bytes,2.2088091373443604,2.2454257011413574,0.03661656379699707,wall,seconds,2.2088091373443604,2.2454257011413574
config_id=70_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.10556170442495257,56,1846063104,1846063104,0,134127616,134127616,0,bytes,2.3378548622131348,2.3742306232452393,0.03637576103210449,wall,seconds,2.3378548622131348,2.3742306232452393
config_id=69_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.6449357491112744,79,1846063104,1846063104,0,134131712,134131712,0,bytes,2.333967685699463,2.3875577449798584,0.05359005928039551,wall,seconds,2.333967685699463,2.3875577449798584
config_id=71_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.8947368421052632,0.4339288025190232,30,1846063104,1846063104,0,134127616,134127616,0,bytes,2.3849897384643555,2.4074769020080566,0.022487163543701172,wall,seconds,2.3849897384643555,2.4074769020080566
config_id=72_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.6436051614582539,95,1846063104,1846063104,0,134131712,134131712,0,bytes,2.402397632598877,2.46832537651062,0.06592774391174316,wall,seconds,2.402397632598877,2.46832537651062
config_id=73_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6435827710798967,94,1846063104,1846063104,0,134127616,134127616,0,bytes,2.4185903072357178,2.4831950664520264,0.0646047592163086,wall,seconds,2.4185903072357178,2.4831950664520264
config_id=74_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.19589229386694626,40,1846063104,1846063104,0,134131712,134131712,0,bytes,2.4797472953796387,2.507161855697632,0.027414560317993164,wall,seconds,2.4797472953796387,2.507161855697632
config_id=75_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.8543277631300153,39,1846063104,1846063104,0,134127616,134127616,0,bytes,2.49332857131958,2.5219669342041016,0.028638362884521484,wall,seconds,2.49332857131958,2.5219669342041016
config_id=76_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.5150324973946929,73,1846063104,1846063104,0,134131712,134131712,0,bytes,2.516756296157837,2.567742109298706,0.05098581314086914,wall,seconds,2.516756296157837,2.567742109298706
config_id=77_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.39090368190343516,98,1846063104,1846063104,0,134127616,134127616,0,bytes,2.5433549880981445,2.6087374687194824,0.06538248062133789,wall,seconds,2.5433549880981445,2.6087374687194824
config_id=78_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.6449288952327593,78,1846063104,1846063104,0,134131712,134131712,0,bytes,2.70173716545105,2.7529287338256836,0.05119156837463379,wall,seconds,2.70173716545105,2.7529287338256836
config_id=79_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6377084379247029,79,1846063104,1846063104,0,134127616,134127616,0,bytes,2.707468032836914,2.7679951190948486,0.06052708625793457,wall,seconds,2.707468032836914,2.7679951190948486
config_id=80_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.29011003519391976,76,1846063104,1846063104,0,134131712,134131712,0,bytes,2.7651307582855225,2.8129584789276123,0.047827720642089844,wall,seconds,2.7651307582855225,2.8129584789276123
config_id=81_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.6449360978486836,75,1846063104,1846063104,0,134127616,134127616,0,bytes,2.7766807079315186,2.824280023574829,0.04759931564331055,wall,seconds,2.7766807079315186,2.824280023574829
config_id=82_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.39422650617540256,67,1846063104,1846063104,0,134131712,134131712,0,bytes,2.822105884552002,2.8637681007385254,0.04166221618652344,wall,seconds,2.822105884552002,2.8637681007385254
config_id=83_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9473684210526315,0.6423241746374557,64,1846063104,1846063104,0,134127616,134127616,0,bytes,2.835880994796753,2.8727338314056396,0.03685283660888672,wall,seconds,2.835880994796753,2.8727338314056396
config_id=84_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,1.0,0.6068237686087158,58,1846063104,1846063104,0,134131712,134131712,0,bytes,2.8770980834960938,2.911032199859619,0.03393411636352539,wall,seconds,2.8770980834960938,2.911032199859619
config_id=85_seed=1608637542_budget=None_instance=None,success,1608637542,NA,NA,smac-doc-example,0.9736842105263158,0.37285308084020685,20,1846063104,1846063104,0,134127616,134127616,0,bytes,2.9793405532836914,2.9918465614318848,0.01250600814819336,wall,seconds,2.9793405532836914,2.9918465614318848
